latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
8.66283,78.03506,338.79,0.38,0.36,2026-07-12,809,N21,VIIRS,n,2.0NRT,306.67,13.62,D
8.68076,78.06427,347.34,0.38,0.36,2026-07-12,809,N21,VIIRS,n,2.0NRT,302.86,7.59,D
8.74524,78.12827,336.68,0.39,0.36,2026-07-12,809,N21,VIIRS,n,2.0NRT,304.58,2.13,D
8.84894,78.13416,307.98,0.42,0.37,2026-07-13,2025,N21,VIIRS,n,2.0NRT,293.93,1.45,N
8.70241,78.05972,308.53,0.45,0.39,2026-07-14,2008,N21,VIIRS,n,2.0NRT,279.94,1.21,N
8.60856,78.09164,332.9,0.41,0.37,2026-07-17,816,N21,VIIRS,l,2.0NRT,304.16,3.86,D
8.75063,78.10085,347.74,0.44,0.39,2026-07-18,756,N21,VIIRS,n,2.0NRT,305.8,7.32,D
8.8503,78.01928,348.27,0.45,0.39,2026-07-18,756,N21,VIIRS,n,2.0NRT,306.05,8.37,D
8.74155,77.95555,337.15,0.59,0.53,2026-07-19,737,N21,VIIRS,n,2.0NRT,298.84,10.35,D
8.74187,77.95825,334.66,0.59,0.53,2026-07-19,737,N21,VIIRS,n,2.0NRT,299.79,6.79,D
8.74276,77.96347,339.58,0.59,0.53,2026-07-19,737,N21,VIIRS,n,2.0NRT,299.07,6.79,D
8.74342,77.96598,337.69,0.58,0.52,2026-07-19,737,N21,VIIRS,n,2.0NRT,298.58,12.1,D
8.74575,77.95219,332.94,0.59,0.53,2026-07-19,737,N21,VIIRS,n,2.0NRT,298.83,7.48,D
8.75921,78.18096,339.45,0.39,0.36,2026-07-23,803,N21,VIIRS,n,2.0NRT,309.34,7.48,D
8.59712,78.1305,312.64,0.41,0.45,2026-07-23,2040,N21,VIIRS,n,2.0NRT,294.5,2.33,N
8.57624,78.11585,335.24,0.45,0.47,2026-07-24,744,N21,VIIRS,n,2.0NRT,304.74,3.46,D
8.61152,78.01836,335.47,0.45,0.47,2026-07-24,744,N21,VIIRS,n,2.0NRT,304.61,3.74,D
8.61237,77.97205,338.28,0.46,0.47,2026-07-24,744,N21,VIIRS,n,2.0NRT,304.5,3.18,D
8.61814,77.95422,330.41,0.46,0.47,2026-07-24,744,N21,VIIRS,l,2.0NRT,304.56,2.12,D
8.67282,78.0954,333.05,0.45,0.47,2026-07-24,744,N21,VIIRS,l,2.0NRT,304.47,1.83,D
8.80012,78.12872,345.9,0.44,0.46,2026-07-24,744,N21,VIIRS,n,2.0NRT,304.02,5.78,D
8.57257,78.07323,329.3,0.39,0.36,2026-07-24,2019,N21,VIIRS,n,2.0NRT,296.42,5.43,N
8.67059,77.99273,314.59,0.38,0.36,2026-07-24,2019,N21,VIIRS,n,2.0NRT,295.9,1.11,N
8.61997,77.95428,330.09,0.49,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,293.99,3.3,D
8.84265,77.95689,336.76,0.48,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,296.16,10.86,D
8.84382,77.95747,344.59,0.48,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,296.25,10.6,D
8.84852,77.95586,342.86,0.48,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,296.45,10.86,D
8.84932,77.9601,338.97,0.48,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,296.13,14.62,D
8.84968,77.95642,341.31,0.48,0.65,2026-07-25,726,N21,VIIRS,n,2.0NRT,295.91,10.6,D
8.77572,78.07705,308.13,0.53,0.42,2026-07-25,2002,N21,VIIRS,n,2.0NRT,294.3,0.25,N
8.60473,78.06739,330.55,0.42,0.61,2026-07-26,845,N21,VIIRS,n,2.0NRT,295.49,4.14,D
8.64032,77.90717,334.96,0.41,0.6,2026-07-26,848,N21,VIIRS,n,2.0NRT,297.39,3.33,D
8.61868,77.95311,330.97,0.39,0.44,2026-07-27,828,N21,VIIRS,n,2.0NRT,298.66,2.5,D
8.72816,78.08289,333.01,0.4,0.44,2026-07-27,828,N21,VIIRS,n,2.0NRT,299.57,1.76,D
8.75845,78.18256,334.69,0.41,0.45,2026-07-27,828,N21,VIIRS,n,2.0NRT,303.97,5.79,D
8.89275,78.04395,334.87,0.39,0.36,2026-07-28,809,N21,VIIRS,n,2.0NRT,290.77,6.34,D
8.87754,78.08455,335.69,0.53,0.42,2026-07-29,750,N21,VIIRS,n,2.0NRT,302.03,3.17,D
8.87898,78.08767,338.22,0.53,0.42,2026-07-29,750,N21,VIIRS,n,2.0NRT,303.0,8.12,D
8.88137,78.08393,337.11,0.53,0.42,2026-07-29,750,N21,VIIRS,n,2.0NRT,302.83,5.38,D
8.88411,78.14686,336.8,0.53,0.42,2026-07-29,750,N21,VIIRS,n,2.0NRT,302.62,6.73,D
8.88513,78.15009,338.53,0.53,0.42,2026-07-29,750,N21,VIIRS,n,2.0NRT,302.39,8.35,D
8.75947,78.18213,324.92,0.42,0.38,2026-07-29,2025,N21,VIIRS,n,2.0NRT,290.19,4.37,N
8.76071,78.18324,332.04,0.36,0.57,2026-07-30,731,N21,VIIRS,n,2.0NRT,296.28,6.42,D
8.75734,78.18108,328.57,0.44,0.38,2026-07-30,2008,N21,VIIRS,n,2.0NRT,292.17,2.3,N
8.76085,78.18159,308.47,0.44,0.38,2026-07-30,2008,N21,VIIRS,n,2.0NRT,292.0,0.79,N
8.86788,78.11977,307.43,0.44,0.38,2026-07-30,2008,N21,VIIRS,n,2.0NRT,288.8,1.36,N
8.75698,78.18044,342.85,0.55,0.68,2026-07-31,854,N21,VIIRS,n,2.0NRT,289.05,12.5,D
8.82653,78.08564,322.58,0.61,0.71,2026-08-01,1930,N21,VIIRS,n,2.0NRT,280.8,5.65,N
8.82677,78.08688,335.43,0.61,0.71,2026-08-01,1930,N21,VIIRS,n,2.0NRT,281.34,7.1,N
8.77262,78.11182,346.79,0.57,0.52,2026-08-04,737,N21,VIIRS,n,2.0NRT,288.05,16.78,D
8.57461,78.00533,337.4,0.48,0.4,2026-08-07,822,N21,VIIRS,n,2.0NRT,298.03,6.19,D
8.75746,78.18224,345.81,0.49,0.41,2026-08-07,822,N21,VIIRS,n,2.0NRT,292.94,11.02,D
8.76012,78.18311,346.37,0.5,0.41,2026-08-07,822,N21,VIIRS,n,2.0NRT,293.28,20.04,D
8.76117,78.18171,339.41,0.49,0.41,2026-08-07,822,N21,VIIRS,n,2.0NRT,292.86,11.02,D
8.84041,78.0078,339.33,0.45,0.47,2026-08-09,744,N21,VIIRS,n,2.0NRT,298.15,5.35,D
8.84773,77.97353,335.7,0.45,0.47,2026-08-09,744,N21,VIIRS,n,2.0NRT,298.37,3.57,D
8.89804,78.03916,338.29,0.44,0.46,2026-08-09,744,N21,VIIRS,n,2.0NRT,300.87,9.0,D
8.89873,78.04314,339.38,0.44,0.46,2026-08-09,744,N21,VIIRS,n,2.0NRT,301.08,8.12,D
8.61557,77.95248,309.08,0.54,0.42,2026-08-10,2002,N21,VIIRS,n,2.0NRT,291.85,3.9,N
8.61773,77.95042,305.97,0.54,0.42,2026-08-10,2002,N21,VIIRS,n,2.0NRT,290.57,3.56,N
8.58918,77.91875,343.59,0.39,0.44,2026-08-12,828,N21,VIIRS,n,2.0NRT,304.03,48.72,D
8.53019,78.08766,337.3,0.39,0.36,2026-08-13,809,N21,VIIRS,n,2.0NRT,303.26,4.93,D
8.84948,78.13552,301.57,0.44,0.38,2026-08-15,2008,N21,VIIRS,n,2.0NRT,278.13,0.4,N
8.62125,77.95941,334.1,0.41,0.37,2026-08-18,816,N21,VIIRS,l,2.0NRT,307.95,3.37,D
8.74016,78.05225,338.98,0.42,0.37,2026-08-18,816,N21,VIIRS,l,2.0NRT,310.04,8.91,D
8.79578,77.95259,339.91,0.41,0.37,2026-08-18,816,N21,VIIRS,n,2.0NRT,309.78,2.07,D
8.86771,78.15748,336.8,0.42,0.38,2026-08-18,816,N21,VIIRS,n,2.0NRT,306.04,6.09,D
8.66845,77.99213,309.6,0.33,0.55,2026-08-18,2051,N21,VIIRS,n,2.0NRT,291.55,0.69,N
8.88492,78.10483,336.28,0.44,0.38,2026-08-19,758,N21,VIIRS,l,2.0NRT,303.21,7.56,D
8.88693,78.10458,335.91,0.44,0.38,2026-08-19,758,N21,VIIRS,l,2.0NRT,302.4,9.25,D
8.56604,78.08351,332.18,0.41,0.45,2026-08-28,828,N21,VIIRS,l,2.0NRT,303.65,1.94,D
8.71279,77.97305,343.0,0.4,0.44,2026-08-28,828,N21,VIIRS,n,2.0NRT,308.96,7.52,D
8.86089,77.99239,337.56,0.4,0.44,2026-08-28,828,N21,VIIRS,l,2.0NRT,308.96,3.92,D
8.8614,77.99268,337.88,0.4,0.44,2026-08-28,828,N21,VIIRS,l,2.0NRT,308.55,3.59,D
8.60741,77.97129,337.16,0.39,0.36,2026-08-29,809,N21,VIIRS,n,2.0NRT,294.04,5.38,D
8.75016,78.08366,337.4,0.39,0.36,2026-08-29,809,N21,VIIRS,n,2.0NRT,300.03,6.22,D
8.8745,77.98587,338.37,0.39,0.36,2026-08-29,809,N21,VIIRS,n,2.0NRT,303.04,5.31,D
8.67362,78.03297,305.07,0.52,0.5,2026-08-29,2046,N21,VIIRS,n,2.0NRT,283.77,1.52,N
