latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
8.79416,78.05643,336.59,0.44,0.46,2026-06-30,748,N20,VIIRS,n,2.0NRT,299.35,2.9,D
8.86742,78.15733,334.17,0.43,0.46,2026-06-30,748,N20,VIIRS,n,2.0NRT,299.57,4.29,D
8.86774,78.15659,332.44,0.43,0.46,2026-06-30,748,N20,VIIRS,n,2.0NRT,299.43,1.96,D
8.74463,78.16101,333.68,0.46,0.63,2026-07-01,731,N20,VIIRS,n,2.0NRT,290.74,14.24,D
8.74495,78.16177,351.02,0.46,0.63,2026-07-01,731,N20,VIIRS,n,2.0NRT,292.57,18.01,D
8.74538,78.16512,367.0,0.46,0.63,2026-07-01,731,N20,VIIRS,h,2.0NRT,290.45,14.24,D
8.74573,78.16586,367.0,0.46,0.63,2026-07-01,731,N20,VIIRS,h,2.0NRT,290.68,18.01,D
8.75918,78.18197,334.22,0.41,0.45,2026-07-03,833,N20,VIIRS,n,2.0NRT,298.86,3.61,D
8.51517,78.0616,333.75,0.53,0.42,2026-07-05,754,N20,VIIRS,l,2.0NRT,306.31,2.17,D
8.51759,78.0633,330.17,0.53,0.42,2026-07-05,754,N20,VIIRS,l,2.0NRT,304.23,5.76,D
8.54408,78.12749,340.91,0.53,0.42,2026-07-05,754,N20,VIIRS,n,2.0NRT,301.45,6.02,D
8.57296,78.08848,341.77,0.53,0.42,2026-07-05,754,N20,VIIRS,n,2.0NRT,307.22,9.24,D
8.67368,78.03984,331.8,0.53,0.42,2026-07-05,754,N20,VIIRS,l,2.0NRT,306.27,6.54,D
8.67447,78.04462,333.44,0.53,0.42,2026-07-05,754,N20,VIIRS,n,2.0NRT,302.32,4.01,D
8.74794,77.99934,337.22,0.53,0.42,2026-07-05,754,N20,VIIRS,l,2.0NRT,308.25,3.94,D
8.75902,78.1852,324.57,0.43,0.38,2026-07-06,2012,N20,VIIRS,n,2.0NRT,295.78,2.23,N
8.75962,78.18127,322.76,0.44,0.38,2026-07-06,2012,N20,VIIRS,n,2.0NRT,295.0,2.23,N
8.75607,78.18181,333.9,0.55,0.68,2026-07-07,858,N20,VIIRS,n,2.0NRT,286.11,9.43,D
8.75843,78.18498,312.8,0.55,0.51,2026-07-07,1951,N20,VIIRS,n,2.0NRT,294.75,2.7,N
8.75911,78.17997,306.3,0.55,0.51,2026-07-07,1951,N20,VIIRS,n,2.0NRT,294.3,2.34,N
8.75731,78.1812,301.56,0.71,0.75,2026-07-08,2114,N20,VIIRS,n,2.0NRT,285.67,7.96,N
8.84491,77.99417,340.23,0.42,0.37,2026-07-09,820,N20,VIIRS,n,2.0NRT,306.42,8.02,D
8.85846,77.94576,341.73,0.41,0.37,2026-07-09,820,N20,VIIRS,n,2.0NRT,306.72,9.78,D
8.69392,78.05166,336.48,0.56,0.52,2026-07-11,741,N20,VIIRS,n,2.0NRT,283.52,3.97,D
8.67076,77.99223,307.53,0.39,0.36,2026-07-11,2017,N20,VIIRS,n,2.0NRT,294.21,0.59,N
8.86807,78.12141,310.43,0.39,0.36,2026-07-11,2017,N20,VIIRS,n,2.0NRT,294.85,0.73,N
8.89624,78.07236,330.05,0.59,0.7,2026-07-12,724,N20,VIIRS,n,2.0NRT,291.32,3.08,D
8.84957,78.13499,306.46,0.39,0.36,2026-07-16,2023,N20,VIIRS,n,2.0NRT,295.91,1.0,N
8.85068,78.02062,342.42,0.42,0.61,2026-07-18,852,N20,VIIRS,n,2.0NRT,297.19,3.02,D
8.85345,78.01942,332.16,0.42,0.61,2026-07-18,852,N20,VIIRS,n,2.0NRT,296.72,2.18,D
8.74011,77.95507,344.33,0.4,0.44,2026-07-19,833,N20,VIIRS,n,2.0NRT,301.36,4.31,D
8.74061,77.95871,336.81,0.4,0.44,2026-07-19,833,N20,VIIRS,n,2.0NRT,302.19,4.31,D
8.84538,78.06369,335.18,0.39,0.36,2026-07-20,813,N20,VIIRS,n,2.0NRT,286.12,2.03,D
8.66998,77.99445,305.94,0.42,0.38,2026-07-21,2032,N20,VIIRS,n,2.0NRT,292.43,0.76,N
8.61174,78.1255,311.6,0.43,0.38,2026-07-22,2012,N20,VIIRS,n,2.0NRT,291.31,1.71,N
8.84976,78.1354,306.8,0.44,0.38,2026-07-22,2012,N20,VIIRS,n,2.0NRT,288.01,1.27,N
8.61615,77.96016,332.9,0.53,0.67,2026-07-23,858,N20,VIIRS,n,2.0NRT,293.02,3.71,D
8.61757,77.95881,339.14,0.53,0.67,2026-07-23,858,N20,VIIRS,n,2.0NRT,292.89,5.57,D
8.59789,78.13206,318.05,0.55,0.51,2026-07-23,1953,N20,VIIRS,n,2.0NRT,294.15,3.6,N
8.75794,78.18364,311.88,0.55,0.51,2026-07-23,1953,N20,VIIRS,n,2.0NRT,295.13,2.64,N
8.60956,77.98328,330.18,0.51,0.49,2026-07-24,837,N20,VIIRS,l,2.0NRT,302.19,2.56,D
8.61017,78.02084,340.45,0.51,0.49,2026-07-24,837,N20,VIIRS,n,2.0NRT,303.44,5.98,D
8.61477,77.95449,341.68,0.5,0.49,2026-07-24,837,N20,VIIRS,n,2.0NRT,304.59,3.33,D
8.6162,77.95427,342.06,0.5,0.49,2026-07-24,837,N20,VIIRS,n,2.0NRT,303.78,4.27,D
8.67247,78.09816,337.41,0.52,0.5,2026-07-24,837,N20,VIIRS,n,2.0NRT,303.05,2.89,D
8.75892,78.18311,331.07,0.52,0.5,2026-07-24,839,N20,VIIRS,l,2.0NRT,304.83,4.78,D
8.81455,77.97631,339.14,0.51,0.49,2026-07-24,839,N20,VIIRS,l,2.0NRT,309.63,7.79,D
8.86727,78.15775,333.01,0.53,0.5,2026-07-24,839,N20,VIIRS,l,2.0NRT,303.09,2.68,D
8.61767,77.95516,338.09,0.41,0.37,2026-07-25,820,N20,VIIRS,n,2.0NRT,302.01,3.83,D
8.76865,78.05247,332.82,0.42,0.38,2026-07-25,820,N20,VIIRS,n,2.0NRT,301.92,2.81,D
8.75737,78.183,334.07,0.43,0.38,2026-07-26,803,N20,VIIRS,l,2.0NRT,305.85,8.42,D
8.86824,78.12153,308.61,0.5,0.41,2026-07-26,2038,N20,VIIRS,n,2.0NRT,294.71,0.49,N
8.67676,78.04872,341.15,0.56,0.52,2026-07-27,741,N20,VIIRS,n,2.0NRT,296.55,11.53,D
8.68146,78.04791,342.25,0.56,0.52,2026-07-27,741,N20,VIIRS,n,2.0NRT,297.33,5.62,D
8.56658,78.06514,342.31,0.33,0.55,2026-07-29,845,N20,VIIRS,n,2.0NRT,294.53,3.35,D
8.75689,78.1835,336.7,0.34,0.56,2026-07-29,845,N20,VIIRS,n,2.0NRT,296.96,2.79,D
8.78999,78.09714,337.86,0.33,0.56,2026-07-29,845,N20,VIIRS,n,2.0NRT,297.39,2.05,D
8.76018,78.18037,304.69,0.45,0.63,2026-07-29,1940,N20,VIIRS,n,2.0NRT,273.34,1.41,N
8.61699,77.95514,333.37,0.49,0.4,2026-07-30,826,N20,VIIRS,n,2.0NRT,300.7,2.74,D
8.75724,78.18269,349.38,0.5,0.41,2026-07-30,826,N20,VIIRS,n,2.0NRT,299.99,7.56,D
8.75609,78.18428,333.7,0.43,0.46,2026-08-01,750,N20,VIIRS,n,2.0NRT,284.88,4.18,D
8.7568,78.18086,337.41,0.43,0.46,2026-08-01,750,N20,VIIRS,n,2.0NRT,286.39,7.43,D
8.75747,78.18472,341.86,0.43,0.46,2026-08-01,750,N20,VIIRS,n,2.0NRT,286.08,8.63,D
8.66925,77.99277,304.57,0.39,0.36,2026-08-01,2025,N20,VIIRS,n,2.0NRT,285.98,0.82,N
8.82361,78.08907,306.98,0.39,0.36,2026-08-01,2025,N20,VIIRS,n,2.0NRT,283.16,1.24,N
8.82417,78.08559,306.46,0.39,0.36,2026-08-01,2025,N20,VIIRS,n,2.0NRT,285.45,1.24,N
8.82692,78.08961,324.72,0.39,0.36,2026-08-01,2025,N20,VIIRS,n,2.0NRT,290.58,8.97,N
8.82747,78.08612,331.31,0.39,0.36,2026-08-01,2025,N20,VIIRS,n,2.0NRT,288.51,8.97,N
8.57914,77.95925,335.98,0.37,0.58,2026-08-07,735,N20,VIIRS,n,2.0NRT,287.21,2.48,D
8.58266,77.97887,367.0,0.37,0.58,2026-08-07,735,N20,VIIRS,h,2.0NRT,290.02,6.73,D
8.61649,77.94954,307.5,0.33,0.55,2026-08-10,2055,N20,VIIRS,n,2.0NRT,290.66,2.86,N
8.67153,77.9933,304.22,0.39,0.36,2026-08-12,2019,N20,VIIRS,n,2.0NRT,283.63,1.2,N
8.71118,78.09945,330.16,0.5,0.41,2026-08-15,828,N20,VIIRS,l,2.0NRT,300.21,2.86,D
8.67144,77.99295,313.03,0.39,0.36,2026-08-17,2025,N20,VIIRS,n,2.0NRT,294.47,1.66,N
8.63941,77.90063,339.32,0.42,0.61,2026-08-19,852,N20,VIIRS,n,2.0NRT,294.71,6.62,D
8.63992,77.90443,337.42,0.42,0.61,2026-08-19,852,N20,VIIRS,n,2.0NRT,293.8,6.22,D
8.64364,77.90237,344.29,0.42,0.61,2026-08-19,852,N20,VIIRS,n,2.0NRT,293.68,4.95,D
8.73457,78.0784,333.92,0.41,0.45,2026-08-20,835,N20,VIIRS,n,2.0NRT,299.67,1.92,D
8.6787,78.06282,340.22,0.39,0.36,2026-08-21,813,N20,VIIRS,n,2.0NRT,305.0,2.79,D
8.56677,78.0841,336.43,0.56,0.51,2026-08-28,744,N20,VIIRS,n,2.0NRT,298.27,5.17,D
8.71066,77.97169,336.06,0.56,0.52,2026-08-28,744,N20,VIIRS,n,2.0NRT,303.05,3.26,D
8.71155,77.97672,334.12,0.56,0.52,2026-08-28,744,N20,VIIRS,n,2.0NRT,303.01,3.26,D
8.71625,77.97591,332.03,0.56,0.52,2026-08-28,744,N20,VIIRS,n,2.0NRT,301.28,4.69,D
8.72984,78.1073,341.09,0.55,0.51,2026-08-28,744,N20,VIIRS,n,2.0NRT,303.37,5.48,D
8.78832,78.11234,330.5,0.55,0.51,2026-08-28,744,N20,VIIRS,l,2.0NRT,300.76,2.63,D
8.84528,78.0387,334.87,0.56,0.51,2026-08-28,744,N20,VIIRS,n,2.0NRT,303.61,3.18,D
8.66846,77.99356,309.13,0.39,0.36,2026-08-28,2019,N20,VIIRS,n,2.0NRT,294.69,0.44,N
8.6718,77.99409,309.52,0.39,0.36,2026-08-28,2019,N20,VIIRS,n,2.0NRT,294.29,0.44,N
8.85032,78.13471,308.67,0.39,0.36,2026-08-28,2019,N20,VIIRS,n,2.0NRT,294.67,0.43,N
8.77298,78.1974,326.43,0.43,0.46,2026-08-29,2000,N20,VIIRS,n,2.0NRT,273.55,2.2,N
